Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density
20.1,41.7,3.6,8.2,23.2,9.1,0.97,10.4,370
25.2,75.0,20.4,25.4,13.9,4.9,0.91,10.2,390
23.9,49.8,3.2,8.9,16.4,7.4,1.0,11.1,237
30.8,66.5,15.7,21.5,23.8,0.7,1.54,6.6,528
26.0,45.3,5.3,12.4,27.4,7.2,0.78,18.9,546
24.4,44.8,4.1,7.4,23.7,4.0,0.91,11.9,241
32.8,51.1,8.0,13.4,13.3,4.6,0.93,11.9,410
30.8,83.8,0.1,1.3,32.5,5.1,1.53,5.7,601
22.7,73.6,8.2,13.6,21.8,5.2,1.14,12.2,472
37.3,49.5,13.1,28.5,31.0,14.0,1.52,6.4,300
19.4,54.5,15.7,33.5,19.9,11.7,1.79,5.3,362
22.7,70.9,15.8,19.6,17.4,5.6,0.99,11.4,516
24.0,43.8,13.6,18.3,24.2,7.2,0.88,10.1,477
35.1,81.6,1.7,11.2,35.3,15.5,1.72,16.6,438
28.8,76.6,17.2,34.6,27.9,6.5,1.44,5.4,405
26.9,73.1,4.4,9.2,21.4,5.7,0.88,11.9,523
26.5,41.4,6.8,11.8,26.6,6.4,0.88,12.4,383
21.0,48.0,10.5,14.3,22.3,6.9,1.08,13.5,555
27.7,56.2,6.1,17.1,19.2,11.9,1.61,5.6,507
24.2,56.4,2.5,12.0,11.7,3.2,0.98,11.6,340
27.8,42.0,20.7,24.5,18.2,2.9,0.89,13.2,253
30.0,58.9,10.5,25.9,33.6,12.6,1.28,7.2,347
25.4,83.8,21.0,27.7,22.3,11.3,1.3,16.0,388
26.7,54.6,3.1,7.1,29.9,9.1,1.44,9.6,509
28.7,77.3,23.1,24.7,12.1,7.6,1.02,10.7,577
22.2,79.3,39.8,49.8,22.4,5.6,1.49,5.5,351
29.2,54.0,2.5,8.7,27.7,10.5,1.4,5.7,327
25.6,87.4,23.6,32.3,29.2,3.1,1.59,6.2,582
24.6,71.3,8.6,13.8,25.0,5.1,1.11,10.9,433
29.7,53.0,18.0,30.5,27.8,8.6,1.36,5.1,488
28.2,68.1,7.2,9.1,20.8,4.7,1.07,10.2,379
31.4,51.5,6.0,15.4,22.0,11.4,1.29,6.8,370
43.0,94.0,7.6,16.5,27.5,19.0,1.39,8.6,588
35.4,71.3,6.3,19.7,34.4,19.2,2.35,5.4,714
23.7,67.7,23.3,31.0,21.2,5.1,1.04,10.3,514
34.5,60.8,37.1,47.4,28.7,9.1,2.04,3.4,484
26.1,81.9,9.5,19.1,36.1,14.8,1.62,5.9,455
27.3,47.5,18.7,17.4,16.4,8.2,0.86,15.7,543
39.0,80.7,1.3,21.3,24.2,10.8,1.65,3.8,448
32.8,53.2,8.1,24.5,26.3,11.2,1.61,5.4,363
34.7,61.0,9.4,29.9,22.0,18.7,1.7,5.8,466
27.1,50.4,45.6,51.1,14.3,6.4,1.1,10.3,371
19.7,73.8,1.4,6.7,20.1,4.3,1.1,14.2,532
38.4,99.1,31.0,52.7,32.7,18.1,2.13,4.7,646
24.5,64.6,10.4,15.2,27.3,8.0,1.09,11.1,601
23.2,54.0,2.9,8.8,24.4,0.6,1.04,12.5,372
35.4,65.0,22.6,46.2,37.5,23.0,2.01,3.7,509
33.4,96.6,14.1,25.5,26.8,15.8,2.39,5.5,623
26.5,60.2,10.0,17.4,25.4,5.2,1.51,6.6,432
26.3,64.8,14.9,22.0,26.2,7.4,1.02,12.5,237
34.8,70.4,28.9,46.6,35.7,14.4,1.61,4.1,805
19.2,45.1,26.4,28.8,26.8,7.5,0.92,11.3,208
23.7,73.3,4.7,19.0,23.0,8.4,1.4,5.5,668
24.9,74.3,12.8,15.1,19.2,7.2,0.96,10.3,496
26.7,70.2,51.1,56.7,32.8,5.4,1.42,6.3,592
20.9,59.2,3.0,9.5,20.5,4.1,0.96,10.7,590
23.5,76.1,0.2,7.4,26.9,3.4,0.9,11.2,277
28.2,87.5,2.8,10.6,27.0,8.3,1.77,5.0,538
37.2,91.9,0.1,14.3,39.2,21.2,1.6,3.5,435
33.3,54.3,21.3,33.9,23.6,2.9,1.35,5.2,585
18.1,50.3,10.3,15.5,19.8,19.8,1.69,7.3,440
24.5,51.9,14.5,21.4,13.4,3.7,1.08,11.3,379
38.3,78.7,4.5,16.8,35.0,12.9,1.93,7.4,451
36.3,60.8,19.8,29.7,22.1,14.6,1.27,16.3,495
22.1,56.2,6.8,12.7,25.4,4.0,0.93,12.5,389
24.2,69.5,6.0,9.9,9.9,4.7,0.97,10.5,461
22.7,58.8,16.0,21.7,14.8,4.5,0.95,10.0,324
29.9,48.1,36.2,41.4,24.8,3.3,0.91,10.9,554
27.1,39.1,6.1,6.3,13.5,5.3,1.15,11.1,551
45.5,84.9,7.2,17.4,39.1,17.0,2.09,3.4,861
24.7,70.3,3.2,11.1,23.1,6.6,0.88,10.3,593
23.1,58.3,3.2,7.3,12.9,5.9,1.03,11.9,295
25.1,74.2,8.1,10.7,20.2,5.8,1.01,13.6,341
30.6,71.3,12.1,16.0,14.8,5.5,1.01,10.6,500
36.1,70.2,19.1,37.6,27.8,20.7,2.21,3.9,454
28.2,73.2,27.8,39.6,23.7,1.3,1.46,5.7,563
23.5,74.5,1.7,5.9,25.3,4.9,1.01,12.4,312
31.6,71.5,11.0,24.3,24.5,17.1,1.57,8.0,560
30.4,68.6,15.4,29.7,31.0,11.3,2.06,3.6,609
23.7,73.0,16.4,21.4,21.7,9.5,1.66,6.0,386
26.1,62.1,18.2,26.6,19.8,8.0,1.88,5.1,629
31.4,76.6,2.3,7.9,24.4,7.6,1.01,13.1,570
23.5,64.4,30.3,37.8,26.5,3.9,0.98,10.4,454
24.8,53.7,2.6,8.7,17.6,8.2,1.2,10.9,280
28.9,62.5,28.6,39.6,16.2,8.7,0.76,11.2,586
32.2,103.1,31.8,39.9,34.3,7.3,1.58,4.9,402
24.8,47.8,37.0,40.9,19.6,6.1,0.93,14.2,557
29.2,77.7,35.4,36.1,37.1,17.9,2.24,6.6,571
29.7,82.0,20.8,30.1,26.9,11.6,1.39,7.2,424
25.6,46.0,9.2,14.7,17.1,1.3,0.88,10.2,333
31.5,48.2,6.7,11.7,15.6,3.7,1.29,11.6,269
32.8,63.6,33.1,54.9,33.0,19.6,1.48,4.7,655
22.3,53.5,2.1,7.7,16.1,3.8,1.1,10.0,263
31.1,75.3,1.5,4.9,21.1,2.0,1.14,10.5,337
19.9,46.2,15.4,22.1,17.9,7.8,1.07,16.9,568
25.2,71.5,3.5,9.0,11.3,5.6,0.88,10.0,393
27.8,64.2,12.5,17.2,18.8,5.2,1.0,14.1,323
27.8,70.8,3.0,20.7,30.8,17.7,2.02,3.5,502
25.5,66.7,45.1,51.2,18.8,3.7,0.92,10.4,574
28.7,80.2,15.8,23.3,17.5,7.8,0.87,10.2,512
31.6,81.1,18.7,30.0,31.6,12.3,1.45,5.5,664
32.2,61.5,7.1,18.6,16.1,14.5,1.52,7.3,539
17.8,59.7,2.2,9.9,16.4,5.1,0.87,10.1,583
23.0,50.6,8.2,15.2,21.5,3.7,1.01,10.6,264
20.7,73.0,5.6,14.0,12.1,5.9,0.9,13.9,425
21.0,94.3,37.7,55.3,33.5,13.6,1.52,4.1,722
24.6,84.2,5.2,19.2,22.5,9.0,1.48,7.3,623
35.5,55.7,41.5,52.6,37.1,8.7,1.17,9.2,546
28.2,55.4,3.4,13.1,18.2,3.8,1.2,6.6,296
26.7,51.8,1.3,7.9,22.3,5.0,0.97,12.8,296
40.0,84.5,41.1,57.1,41.8,16.9,1.83,5.4,578
22.6,60.0,7.4,12.9,18.8,3.9,0.89,17.1,256
24.0,67.8,1.3,7.0,15.6,3.0,0.98,12.1,415
26.3,74.2,0.1,10.9,32.6,10.4,1.38,7.7,511
23.1,67.4,11.5,26.7,18.0,10.9,1.83,6.5,332
24.4,79.0,7.5,10.3,28.1,4.6,1.49,5.7,473
19.2,50.8,9.6,11.7,23.3,4.7,1.04,10.1,392
23.2,73.9,1.6,5.5,13.8,4.2,0.98,14.0,494
23.9,66.7,4.6,7.9,15.4,7.1,0.95,12.4,362
28.9,70.9,33.0,38.7,13.7,4.1,0.89,11.0,486
36.8,60.0,10.1,30.6,27.6,8.9,1.73,3.7,762
30.4,48.7,0.1,6.6,24.2,9.1,1.63,6.1,536
27.1,51.2,20.8,25.6,15.7,4.4,0.75,10.3,432
43.3,69.3,6.6,19.3,34.3,11.3,1.99,4.3,500
34.1,90.5,14.3,17.4,19.6,6.4,1.59,7.0,494
32.4,56.0,3.3,15.6,28.8,6.5,1.49,7.6,506
34.8,61.8,6.8,15.5,23.5,9.6,1.47,6.0,404
21.4,49.2,5.4,12.6,20.1,4.1,1.08,14.5,351
25.6,68.2,8.0,21.8,27.9,9.9,1.6,5.2,579
26.8,88.6,16.0,28.5,44.6,19.1,2.13,6.7,484
30.3,72.5,5.7,11.2,16.6,4.4,1.21,11.6,305
29.3,86.7,18.2,32.5,29.2,12.9,1.4,5.5,552
21.5,47.3,10.6,18.8,15.6,6.2,1.0,11.4,271
24.9,79.2,5.5,12.2,21.3,4.6,1.0,11.9,225
33.6,48.8,19.2,27.3,17.1,4.3,1.04,11.1,267
31.1,61.0,27.1,31.1,13.0,3.8,0.98,13.4,278
27.4,57.4,2.5,17.0,35.5,10.3,1.63,6.1,365
31.2,62.3,29.1,39.3,22.0,10.1,1.51,5.2,571
36.7,67.4,12.4,22.7,38.4,2.0,2.04,6.9,705
26.7,77.3,27.1,33.3,24.1,2.5,1.12,10.3,501
26.0,69.7,13.1,17.6,18.0,2.6,1.03,11.5,245
28.1,74.6,0.3,4.9,15.0,1.7,1.04,10.3,256
30.7,66.4,16.6,24.4,23.3,9.5,1.53,9.5,379
40.5,87.4,11.0,17.9,19.4,15.2,1.44,9.4,476
35.0,85.2,47.4,62.5,24.0,8.8,1.87,9.2,641
20.1,64.4,1.5,8.0,14.0,7.6,0.85,10.8,512
40.6,72.0,22.6,40.5,39.9,15.9,2.46,5.1,513
24.9,83.7,12.1,20.4,30.8,7.6,1.3,7.6,516
30.6,56.2,2.6,8.7,22.6,3.1,0.84,12.7,513
23.6,47.8,3.8,6.4,14.0,3.3,1.09,10.4,209
27.3,53.4,6.7,13.6,24.0,6.7,0.99,10.6,208
30.1,49.0,7.7,14.5,20.2,7.6,0.98,11.0,465
38.1,69.3,6.5,23.6,41.6,16.5,1.46,6.4,806
28.0,76.0,14.1,25.0,28.4,4.2,2.3,4.6,740
31.3,84.7,35.5,42.0,17.9,11.1,1.23,5.6,509
22.0,47.7,2.9,6.0,16.3,7.0,0.9,13.9,379
27.0,43.9,6.7,12.3,11.3,6.2,0.95,10.7,279
26.7,56.9,5.8,10.7,17.3,5.7,0.83,10.9,257
26.8,91.1,16.6,21.3,25.8,6.4,1.72,7.7,571
33.8,72.1,0.6,14.2,32.5,17.5,1.59,14.5,646
26.5,82.2,23.9,34.0,19.7,5.7,1.31,5.2,438
27.4,62.4,1.4,4.2,17.7,3.1,1.04,10.9,577
23.2,40.5,3.0,6.5,21.1,6.4,0.94,11.4,337
21.5,72.6,4.5,9.5,22.4,4.7,0.98,12.5,391
24.7,65.1,1.2,4.0,23.4,3.1,1.03,11.1,461
22.2,46.8,0.9,5.7,24.3,5.7,0.93,15.6,245
35.0,76.4,20.3,28.2,19.9,11.2,1.68,6.6,430
27.8,70.7,16.4,21.2,21.0,8.7,1.27,9.7,377
30.3,58.1,1.8,13.5,29.6,6.5,1.54,8.5,524
31.7,51.8,30.9,45.9,21.7,7.4,1.08,6.9,460
30.2,75.3,1.0,1.9,41.1,5.7,1.57,4.3,609
26.7,48.8,20.7,26.9,11.6,5.3,0.97,10.6,385
33.9,75.6,9.0,20.9,32.1,20.4,2.36,3.4,511
27.0,86.7,4.7,20.1,28.6,8.9,1.74,9.6,653
26.6,54.5,3.9,10.3,24.2,5.5,1.09,10.3,580
34.9,57.0,10.2,23.2,21.0,5.3,1.59,8.1,612
32.2,68.5,12.0,23.4,26.2,9.3,1.52,6.1,370
24.2,80.6,3.3,13.0,23.6,14.5,1.22,6.1,367
24.7,59.9,2.4,8.0,23.1,6.9,1.06,11.4,356
27.9,56.7,0.7,6.0,14.5,5.9,1.1,12.9,275
33.9,94.5,16.6,42.2,41.7,18.5,2.4,8.1,421
30.4,59.1,3.9,14.9,28.9,12.3,1.67,5.6,487
24.3,62.7,6.6,15.4,22.5,10.9,0.92,10.4,437
21.5,79.0,2.7,8.6,24.2,5.2,1.0,10.3,282
21.3,79.2,28.9,32.9,16.9,3.0,0.98,12.2,372
29.0,74.0,2.2,15.0,22.3,10.5,1.72,10.2,703
34.7,82.4,8.3,35.2,42.3,19.6,1.09,3.8,761
30.9,65.8,11.8,24.2,26.4,14.1,1.77,6.4,453
24.6,90.1,45.9,52.9,19.0,10.9,1.79,6.7,550
34.9,77.7,32.3,47.1,17.4,11.5,1.63,8.8,541
30.0,85.3,9.2,18.2,25.8,5.2,1.42,10.2,503
32.5,56.9,2.4,25.1,23.2,13.4,1.61,5.3,451
21.1,49.5,4.3,9.4,15.2,0.6,1.1,14.4,314
33.1,80.3,2.6,8.1,29.5,16.8,1.37,5.3,584
29.2,45.3,10.3,17.7,21.6,6.8,0.92,11.1,219
21.2,55.6,3.4,5.4,25.2,2.8,0.88,11.3,404
23.4,42.5,1.9,6.4,20.6,4.3,1.19,11.3,493
30.2,70.3,4.3,17.1,17.9,14.7,1.41,5.5,401
37.3,95.3,19.1,29.0,31.2,10.5,2.17,4.3,787
38.2,110.1,0.1,12.5,41.7,15.8,1.98,6.2,709
21.7,61.4,0.6,4.7,13.0,4.5,1.12,12.2,489
20.1,66.0,1.0,3.5,17.0,2.6,1.02,10.6,573
29.2,62.5,4.2,7.0,26.5,13.5,1.07,6.1,630
30.7,61.2,2.6,15.9,20.5,4.2,1.77,5.3,449
30.6,41.9,7.0,11.5,17.0,6.5,1.12,11.3,486
27.7,73.4,10.8,17.0,19.4,3.7,0.98,12.9,324
37.5,64.7,3.5,18.5,25.1,15.9,1.7,7.2,399
24.6,46.5,5.9,13.0,14.2,6.7,0.96,10.5,547
20.1,47.4,1.8,4.3,24.1,5.8,0.89,11.4,551
28.1,91.6,6.4,13.5,37.9,10.0,1.26,7.2,331
30.5,57.3,8.7,14.8,26.1,4.1,0.87,10.2,521
25.6,79.9,2.3,5.6,22.3,7.1,0.87,10.5,516
21.7,53.2,10.9,15.2,25.4,6.7,1.02,16.2,301
23.0,70.8,1.2,5.8,22.1,6.7,0.88,12.7,266
30.2,91.2,6.4,13.6,25.8,10.8,1.54,7.3,685
33.2,73.4,5.5,11.1,16.2,2.1,1.01,10.4,405
26.5,67.6,1.8,9.2,26.5,4.9,1.09,12.3,418
33.8,62.6,10.1,20.0,26.6,11.2,1.78,6.0,322
27.6,51.2,7.0,14.8,19.6,6.1,0.98,18.2,315
40.1,61.7,2.3,17.0,31.4,21.5,2.13,4.8,788
26.2,64.2,1.9,6.6,19.7,6.2,1.05,13.8,369
24.0,62.2,4.4,5.9,28.8,7.6,1.07,12.3,528
24.3,77.2,3.2,8.5,15.1,5.1,1.22,10.1,385
30.2,77.4,9.5,26.4,20.9,10.8,2.29,3.7,648
30.1,56.7,7.9,25.2,26.4,11.4,1.39,7.0,662
31.1,70.9,35.2,44.7,26.9,5.8,1.45,7.2,455
24.5,44.7,12.9,16.0,16.1,1.0,0.99,12.9,268
23.1,45.4,4.6,14.4,20.0,7.8,1.09,10.4,310
34.3,89.5,9.4,15.6,28.4,9.4,1.48,6.0,505
27.1,69.5,1.2,3.2,23.2,5.5,0.98,15.4,338
38.9,66.7,49.1,54.0,26.6,16.7,2.39,5.3,758
22.0,56.3,5.7,12.5,16.8,6.1,1.01,12.2,230
27.7,69.4,0.8,8.4,14.3,4.1,0.86,13.4,425
27.2,70.5,37.6,41.9,18.9,13.9,1.68,8.2,579
30.7,75.8,2.4,19.2,29.4,9.3,1.66,5.5,448
30.1,54.1,18.3,29.2,25.5,4.3,1.62,6.1,532
27.6,44.1,3.5,14.4,30.7,9.4,0.97,8.0,338
27.8,62.8,8.7,13.2,29.7,15.8,1.4,8.1,604
26.0,49.6,38.8,43.0,15.1,6.2,1.15,10.2,469
26.3,58.7,2.6,6.5,23.8,6.4,0.99,11.2,530
23.8,72.4,2.9,9.6,23.0,3.5,0.95,10.9,384
29.7,46.7,0.4,12.9,33.2,4.5,1.63,5.2,541
38.2,82.1,8.4,26.5,24.6,7.4,2.6,5.2,696
31.4,63.1,4.3,15.6,21.9,16.4,1.45,5.9,625
22.7,69.7,9.6,24.8,32.8,14.1,1.45,5.2,607
28.6,72.9,13.8,19.3,19.7,2.9,0.98,10.4,575
24.2,58.2,35.6,39.3,16.7,5.0,0.92,10.6,360
38.7,72.4,3.4,23.9,25.4,22.6,2.27,3.9,765
25.5,38.3,3.6,8.8,19.1,6.6,1.05,17.8,379
30.8,47.7,11.0,16.4,25.7,5.5,1.11,10.1,332
37.1,105.9,2.5,17.2,28.3,14.5,1.63,5.5,501
30.7,65.8,5.5,14.2,25.8,11.0,1.32,5.6,380
42.1,80.6,30.9,41.8,36.9,12.0,2.09,4.3,437
34.5,80.8,10.6,18.6,32.1,18.4,2.37,6.4,763
29.9,78.0,25.4,35.4,37.4,10.6,1.5,6.4,533
26.9,45.3,13.9,18.6,21.4,6.7,0.76,16.1,369
22.1,59.3,46.8,60.0,22.3,13.2,1.46,5.5,490
24.9,46.1,3.2,10.4,16.9,4.1,0.94,11.9,242
25.7,77.9,16.2,22.9,12.2,8.1,0.95,11.5,326
31.2,76.6,23.0,36.0,23.4,12.5,1.39,6.2,384
32.1,54.6,3.8,13.6,28.1,20.3,1.54,5.2,701
29.8,81.1,23.9,33.9,39.7,3.0,1.83,11.5,603
31.9,68.5,7.2,19.3,20.7,1.9,1.46,12.4,537
36.9,65.3,55.3,60.3,42.4,14.9,1.77,3.9,613
26.4,76.1,16.6,21.8,20.2,5.7,1.73,5.3,633
26.2,85.9,48.1,60.2,19.8,9.0,1.56,7.1,286
27.8,94.0,44.7,59.3,29.8,12.5,1.46,5.7,687
38.4,100.3,44.3,63.7,26.9,14.9,1.88,3.4,605
25.5,65.8,4.3,20.3,33.9,10.2,1.09,9.3,596
25.7,58.7,15.9,19.2,21.9,6.3,1.03,10.3,301
21.9,42.8,3.3,5.8,19.3,3.9,1.12,13.0,546
24.8,78.7,17.4,21.7,24.2,3.4,0.74,12.6,580
20.5,45.2,16.9,21.6,26.2,4.9,1.08,10.1,236
24.2,54.1,3.3,6.3,17.4,9.8,1.11,14.6,428
33.0,56.8,1.9,5.0,36.1,7.6,1.75,7.5,481
36.6,59.5,12.9,20.4,33.3,9.1,1.41,5.7,588
26.6,44.6,16.5,21.6,17.1,6.6,0.98,13.7,555
26.3,50.3,2.4,8.4,16.8,2.9,0.98,11.1,603
22.9,62.2,18.8,26.5,29.4,4.7,1.23,8.0,536
24.3,59.5,10.7,15.9,20.8,5.1,0.97,11.8,538
35.8,71.5,19.0,34.1,28.6,13.5,1.54,7.8,592
25.2,75.4,7.6,14.2,30.4,2.9,1.46,6.0,536
23.0,50.9,19.3,20.7,21.4,6.9,1.0,12.6,454
39.4,55.7,1.0,11.4,33.1,10.3,1.27,6.2,416
22.4,66.0,24.6,32.1,20.6,6.2,0.8,11.2,257
26.8,66.2,4.6,10.8,18.0,3.5,0.96,12.9,422
23.5,62.3,0.8,10.5,32.4,14.9,1.03,8.1,614
41.4,66.1,15.1,31.6,28.7,19.4,1.65,5.9,776
29.7,72.5,1.6,14.0,33.4,9.4,1.72,6.6,315
27.7,71.7,34.5,43.9,21.7,8.0,1.6,8.2,385
20.4,69.8,37.4,42.3,17.5,3.2,0.86,16.5,494
19.4,62.0,13.7,20.1,15.0,5.5,1.11,13.6,475
25.0,57.3,0.8,6.7,27.1,3.6,1.12,10.7,267
34.2,62.7,40.0,50.3,23.8,9.3,1.5,5.1,416
30.0,54.7,38.3,43.8,32.8,7.7,1.28,6.7,610
30.4,72.1,33.4,43.0,16.9,2.9,1.04,10.3,570
26.2,70.8,6.5,12.7,19.0,2.6,1.01,12.2,263
41.3,82.5,51.7,59.3,29.5,8.0,1.61,5.3,479
28.7,63.9,13.5,25.3,16.2,10.9,1.17,6.3,478
28.3,39.7,52.1,56.7,28.9,0.6,0.99,15.1,384
23.5,50.8,0.6,6.7,13.3,3.1,0.95,14.1,564
27.7,83.6,3.8,19.9,32.9,17.8,2.09,5.3,632
24.2,41.9,14.0,18.5,24.5,6.8,1.01,10.4,361
35.7,83.1,8.1,20.2,24.9,9.4,1.4,7.2,564
31.2,55.8,19.5,27.0,20.5,13.4,1.47,6.1,402
33.1,69.0,6.8,15.0,36.9,15.0,1.55,3.7,712
27.9,70.5,2.0,6.6,17.7,3.2,0.94,11.0,554
24.2,69.8,0.4,5.8,20.1,15.8,1.27,7.2,568
29.3,67.5,1.9,5.0,12.1,4.5,1.12,11.0,576
22.3,51.0,30.9,40.0,17.5,4.5,1.78,6.2,294
28.7,64.6,12.1,17.6,14.2,6.2,1.04,11.1,600
33.2,101.3,14.7,20.5,36.6,14.2,1.53,8.4,509
27.1,66.5,14.8,29.8,35.6,15.6,1.99,3.3,577
27.3,72.1,20.4,25.9,24.7,2.8,0.83,10.7,238
24.1,60.7,12.6,17.7,22.8,5.3,1.02,12.7,403
27.7,68.1,30.4,35.6,28.8,5.0,0.86,11.0,485
26.0,54.7,7.7,16.9,17.2,6.9,1.05,17.2,333
32.0,84.4,30.3,39.1,40.4,21.2,1.99,6.2,454
21.9,45.1,13.9,15.3,26.3,1.4,0.92,11.4,262
22.3,53.9,28.5,47.9,30.2,12.6,1.44,5.9,614
37.6,81.2,28.1,56.6,46.7,13.7,1.85,4.1,560
17.6,77.1,20.0,24.3,22.6,5.2,0.99,12.2,487
23.3,65.5,5.8,10.7,23.8,5.5,1.08,13.3,550
32.3,87.5,1.1,5.4,23.1,8.7,1.52,8.3,343
37.5,38.8,42.3,57.3,24.6,17.1,1.58,8.8,377
24.7,73.9,8.1,16.0,26.4,5.1,0.98,11.0,352
24.7,51.4,18.6,23.5,17.1,5.5,1.01,12.1,443
22.5,48.6,0.8,6.2,12.9,8.0,1.02,10.5,354
18.5,54.2,11.8,19.9,12.9,5.5,1.14,10.1,314
24.7,57.4,2.9,7.9,22.9,2.3,0.92,10.1,361
25.0,87.2,4.0,6.4,32.9,9.4,1.57,5.9,662
23.0,75.6,4.9,7.0,12.7,3.8,1.05,10.7,331
33.2,57.3,6.3,20.3,31.2,5.8,1.69,8.2,316
24.0,42.5,9.9,14.9,25.9,3.9,0.91,10.6,310
29.0,64.0,8.6,21.6,26.6,8.1,1.53,5.0,647
42.9,80.5,3.8,7.1,24.0,9.4,1.3,6.6,553
29.9,51.4,2.8,14.2,23.7,10.0,1.43,9.0,321
32.2,58.7,5.0,15.0,33.9,7.3,1.64,6.8,516
23.8,40.2,8.8,12.3,27.9,6.9,1.0,11.1,317
26.9,81.0,8.9,15.8,27.3,9.5,1.39,5.9,620
22.9,48.7,11.4,16.3,21.3,8.7,1.0,14.5,516
29.8,76.9,5.1,11.5,29.6,3.9,1.61,5.6,358
34.4,95.1,5.1,17.4,20.9,10.0,2.06,3.7,689
21.1,54.2,49.3,59.1,30.7,9.9,1.5,6.9,660
27.3,103.2,38.7,45.3,29.0,11.5,1.37,11.8,477
26.6,68.5,0.1,15.2,20.2,14.2,1.52,5.8,410
22.4,50.0,15.7,21.1,16.0,5.7,1.06,13.4,433
28.4,75.9,17.2,27.6,15.5,7.1,1.15,11.1,338
30.3,92.7,2.2,15.3,21.0,6.8,1.8,6.6,511
30.6,49.5,26.5,30.3,16.7,5.6,1.02,11.4,217
22.7,68.4,14.6,25.8,26.5,3.0,1.37,5.4,321
20.9,69.9,0.4,6.7,23.2,4.4,0.87,15.2,520
27.8,86.2,4.0,17.4,22.2,11.0,1.57,5.3,662
19.8,60.6,15.0,21.7,22.9,3.9,0.99,10.4,382
18.6,66.2,6.2,11.5,15.9,4.7,1.13,12.1,448
31.1,80.7,14.2,24.3,15.0,11.9,1.46,6.3,481
32.2,65.9,1.3,20.9,46.3,21.0,1.82,4.8,634
21.5,59.8,8.6,12.6,20.3,5.5,1.08,10.1,470
26.2,63.4,14.7,21.1,19.1,3.7,1.15,14.2,305
36.0,89.8,33.0,47.9,26.0,-0.1,1.74,4.3,490
31.8,71.4,18.6,32.0,18.7,13.9,1.3,5.5,483
28.0,80.2,27.7,28.8,34.3,12.3,1.55,6.2,631
25.8,87.9,7.3,19.7,30.0,16.8,1.38,5.5,326
28.9,75.0,17.8,26.6,20.0,17.2,1.53,6.9,346
27.8,64.8,7.9,13.3,25.1,4.7,0.99,10.4,223
19.3,41.7,15.2,21.3,21.5,7.6,0.85,13.2,255
31.0,53.4,5.7,13.7,36.4,9.1,1.51,8.4,671
25.2,66.5,20.7,25.0,24.3,4.0,0.88,14.2,297
24.4,71.5,12.0,19.0,20.3,3.0,0.91,13.0,473
25.7,69.3,15.7,25.0,27.7,10.6,1.44,9.5,482
33.0,56.9,17.9,20.6,33.1,7.0,1.84,5.6,606
31.3,73.8,33.8,46.6,31.0,22.8,1.92,4.6,681
26.1,48.5,5.3,10.5,18.4,5.0,0.99,10.4,547
28.8,77.2,27.8,42.3,27.5,4.8,1.6,10.8,538
28.1,53.1,0.0,4.4,14.1,3.7,1.11,12.8,334
24.9,76.0,32.1,41.6,16.2,17.7,1.49,6.0,612
28.4,81.5,6.7,11.7,17.6,2.9,0.93,12.9,580
39.1,79.9,7.9,19.7,34.6,10.7,1.71,5.5,609
26.2,63.6,23.7,29.5,16.7,5.4,1.08,10.7,412
27.3,42.1,0.8,9.0,26.0,9.1,1.11,10.9,201
25.5,48.0,15.5,19.9,18.6,7.7,1.04,10.3,503
25.3,86.3,6.2,15.8,33.6,9.9,1.66,5.8,426
23.6,52.0,7.2,11.9,19.0,5.5,1.01,12.6,581
29.0,65.3,3.5,6.1,8.5,2.5,1.13,14.1,319
26.0,88.4,14.3,31.1,35.1,16.7,2.26,3.9,745
31.0,73.1,23.4,32.4,31.7,12.9,1.57,6.1,464
23.6,40.4,10.7,14.1,26.6,7.4,1.03,14.7,319
25.3,47.1,23.5,28.9,12.5,5.9,1.19,10.9,223
42.1,59.8,6.5,22.9,24.8,9.0,1.54,5.9,383
26.0,85.9,0.6,12.5,25.0,6.1,2.0,6.5,544
24.6,42.6,12.0,15.2,17.2,5.6,1.2,10.9,516
26.2,46.9,2.0,6.4,18.1,4.2,1.19,11.6,299
18.0,81.6,20.5,23.8,25.4,17.4,1.67,10.3,551
34.6,71.4,20.4,32.4,22.9,7.0,1.64,7.6,514
25.9,64.2,1.5,10.3,23.6,-0.4,0.93,11.5,386
25.1,57.2,11.5,16.7,13.4,3.6,0.88,10.8,548
25.4,81.3,37.9,41.2,14.6,9.2,0.94,13.6,407
20.2,61.3,21.3,25.9,14.1,7.1,0.91,10.5,577
30.5,76.2,26.8,46.5,40.0,9.3,2.4,9.9,624
27.8,67.1,0.4,4.6,22.4,4.3,1.05,11.2,371
24.9,70.5,0.2,5.9,12.5,6.9,1.07,11.9,240
29.9,96.2,16.2,29.3,35.5,18.2,1.85,3.4,444
36.8,82.8,7.3,17.9,33.2,17.0,1.9,4.3,678
30.4,46.7,21.4,25.4,17.3,7.8,0.91,11.7,365
35.3,106.9,35.7,60.3,41.7,16.1,2.54,5.6,857
29.5,69.6,11.8,18.2,28.9,6.7,0.94,11.7,363
35.4,85.1,18.4,25.0,25.3,6.5,1.56,5.3,425
33.5,70.8,8.1,16.3,22.0,15.9,1.63,5.1,527
25.3,50.8,7.7,13.4,16.5,3.8,1.15,10.8,338
25.3,59.4,5.2,10.7,22.1,3.6,1.08,10.5,317
